Year,region_emmigr,region_immigr,N
2020,Karaganda,Turkestan,567
2020,Shymkent_city,Kyzylorda,562
2020,Almaty_city,Mangystau,552
2020,Astana_city,Ulytau,526
2020,Zhetysu,Abay,508
2020,Almaty,East_Kaz,507
2020,Almaty_city,East_Kaz,499
2020,Pavlodar,Karaganda,498
2020,Mangystau,Almaty,488
2020,Karaganda,Pavlodar,483
2020,Mangystau,Shymkent_city,483
2020,Turkestan,North_Kaz,475
2020,Akmola,Pavlodar,471
2020,Karaganda,Zhambyl,471
2020,Almaty_city,Karaganda,463
2020,Almaty_city,Aktobe,452
2020,Almaty_city,Atyrau,449
2020,Almaty,Pavlodar,431
2020,Turkestan,Akmola,423
2020,Pavlodar,Akmola,417
2020,Zhetysu,Pavlodar,414
2020,Kyzylorda,Zhambyl,414
2020,Pavlodar,Abay,408
2020,Mangystau,Zhambyl,399
2020,Pavlodar,Almaty,394
2020,Almaty,Karaganda,392
2020,Kostanay,Karaganda,392
2020,North_Kaz,Almaty_city,392
2020,Mangystau,West_Kaz,391
2020,North_Kaz,Kostanay,387
2020,Shymkent_city,Mangystau,385
2020,Kostanay,North_Kaz,384
2020,Akmola,Almaty,371
2020,Zhetysu,Zhambyl,371
2020,Almaty_city,Pavlodar,362
2020,Abay,Akmola,359
2020,Zhambyl,Kyzylorda,357
2020,Zhambyl,Akmola,350
2020,Karaganda,Kostanay,349
2020,Karaganda,Shymkent_city,349
2020,Akmola,Turkestan,345
2020,Aktobe,Almaty,334
2020,Turkestan,Atyrau,326
2020,Ulytau,Almaty_city,326
2020,Atyrau,Turkestan,325
2020,Zhetysu,East_Kaz,319
2020,Zhambyl,Zhetysu,310
2020,Abay,Karaganda,307
2020,Almaty,Akmola,295
2020,Atyrau,Almaty,295
2020,Almaty_city,West_Kaz,294
2020,Almaty_city,Akmola,292
2020,Karaganda,North_Kaz,284
2020,Shymkent_city,Karaganda,284
2020,North_Kaz,Turkestan,283
2020,East_Kaz,Zhetysu,282
2020,Kostanay,Turkestan,281
2020,Kyzylorda,Akmola,279
2020,North_Kaz,Karaganda,276
2020,Turkestan,Kostanay,276
2020,Almaty,Aktobe,251
2020,Almaty,North_Kaz,242
2020,East_Kaz,Pavlodar,242
2020,Pavlodar,Turkestan,240
2020,Almaty_city,Kostanay,237
2020,Akmola,Zhambyl,235
2020,Zhambyl,Kostanay,233
2020,Kyzylorda,Mangystau,232
2020,Almaty,Atyrau,229
2020,East_Kaz,Akmola,227
2020,Turkestan,Aktobe,226
2020,Turkestan,Zhetysu,223
2020,Zhambyl,Pavlodar,219
2020,Zhetysu,Karaganda,217
2020,Zhambyl,North_Kaz,214
2020,Kostanay,Almaty,214
2020,Turkestan,West_Kaz,214
2020,Aktobe,Turkestan,210
2020,Akmola,Abay,206
2020,Akmola,Shymkent_city,206
2020,Zhambyl,Atyrau,205
2020,Karaganda,Zhetysu,204
2020,Mangystau,Kyzylorda,204
2020,West_Kaz,Turkestan,198
2020,North_Kaz,Almaty,198
2020,Shymkent_city,Pavlodar,197
2020,Zhetysu,Turkestan,195
2020,West_Kaz,Almaty,193
2020,Kostanay,Zhambyl,193
2020,Turkestan,Ulytau,192
2020,Atyrau,Shymkent_city,189
2020,Kostanay,Shymkent_city,188
2020,Almaty,Kostanay,187
2020,Turkestan,East_Kaz,187
2020,Abay,Turkestan,186
2020,Almaty_city,North_Kaz,186
2020,Akmola,East_Kaz,180
2020,Shymkent_city,Kostanay,179
2020,Shymkent_city,North_Kaz,179
2020,Karaganda,Abay,177
2020,Kyzylorda,Kostanay,176
2020,Shymkent_city,Akmola,176
2020,Pavlodar,Shymkent_city,175
2020,Zhetysu,Shymkent_city,173
2020,Kyzylorda,Karaganda,173
2020,Zhambyl,Abay,172
2020,Kyzylorda,Atyrau,172
2020,Shymkent_city,Aktobe,172
2020,Zhambyl,East_Kaz,171
2020,Kostanay,Aktobe,170
2020,Pavlodar,Zhetysu,170
2020,Ulytau,Turkestan,170
2020,Aktobe,Shymkent_city,165
2020,West_Kaz,Kyzylorda,165
2020,Abay,Zhambyl,160
2020,Almaty,West_Kaz,160
2020,Shymkent_city,Atyrau,160
2020,Atyrau,Zhambyl,158
2020,East_Kaz,Karaganda,158
2020,Akmola,Kyzylorda,156
2020,Aktobe,Zhambyl,156
2020,Kostanay,Pavlodar,156
2020,West_Kaz,Shymkent_city,155
2020,North_Kaz,Zhambyl,154
2020,Zhetysu,Mangystau,153
2020,Karaganda,East_Kaz,153
2020,Pavlodar,East_Kaz,153
2020,Zhambyl,Aktobe,150
2020,Ulytau,Akmola,150
2020,Zhetysu,Akmola,146
2020,Akmola,Zhetysu,144
2020,Atyrau,Kyzylorda,144
2020,North_Kaz,Shymkent_city,144
2020,Shymkent_city,West_Kaz,143
2020,Pavlodar,Zhambyl,139
2020,North_Kaz,Pavlodar,139
2020,Aktobe,Kostanay,137
2020,Abay,Kyzylorda,136
2020,Karaganda,Aktobe,136
2020,Turkestan,Abay,135
2020,Kyzylorda,Pavlodar,133
2020,Kostanay,East_Kaz,132
2020,Pavlodar,Kostanay,132
2020,Ulytau,Almaty,131
2020,Karaganda,Mangystau,126
2020,Aktobe,Karaganda,124
2020,Pavlodar,North_Kaz,123
2020,Abay,Mangystau,122
2020,Kostanay,Kyzylorda,120
2020,Kyzylorda,West_Kaz,119
2020,Zhetysu,North_Kaz,118
2020,Shymkent_city,Zhetysu,118
2020,Mangystau,Karaganda,116
2020,Kostanay,Zhetysu,115
2020,East_Kaz,Zhambyl,112
2020,Kyzylorda,Ulytau,110
2020,Zhetysu,Kyzylorda,107
2020,Akmola,Aktobe,104
2020,Kostanay,Mangystau,104
2020,Akmola,Ulytau,103
2020,Almaty_city,Ulytau,103
2020,Aktobe,Akmola,102
2020,Zhambyl,West_Kaz,102
2020,Karaganda,Kyzylorda,102
2020,Pavlodar,Kyzylorda,102
2020,Mangystau,Zhetysu,100
2020,East_Kaz,Turkestan,97
2020,West_Kaz,Zhambyl,96
2020,Zhetysu,Atyrau,94
2020,Akmola,Mangystau,92
2020,West_Kaz,Akmola,91
2020,Mangystau,Kostanay,90
2020,Zhetysu,Aktobe,89
2020,Ulytau,Kyzylorda,88
2020,Mangystau,Akmola,85
2020,Kyzylorda,Zhetysu,84
2020,North_Kaz,Kyzylorda,83
2020,Ulytau,Shymkent_city,83
2020,Abay,Shymkent_city,82
2020,Zhetysu,Kostanay,81
2020,Almaty,Ulytau,79
2020,Kyzylorda,North_Kaz,76
2020,Kostanay,Abay,75
2020,Kostanay,West_Kaz,73
2020,Ulytau,Pavlodar,73
2020,East_Kaz,Kostanay,73
2020,Abay,Kostanay,71
2020,Mangystau,East_Kaz,71
2020,East_Kaz,Mangystau,71
2020,Atyrau,Akmola,70
2020,Ulytau,Kostanay,70
2020,East_Kaz,Shymkent_city,70
2020,Shymkent_city,Abay,70
2020,Abay,Atyrau,68
2020,Zhambyl,Ulytau,68
2020,Shymkent_city,East_Kaz,66
2020,Karaganda,Atyrau,65
2020,Atyrau,Zhetysu,63
2020,Kostanay,Atyrau,63
2020,Mangystau,Abay,62
2020,Aktobe,Zhetysu,61
2020,Kyzylorda,Abay,61
2020,Mangystau,North_Kaz,61
2020,West_Kaz,Karaganda,60
2020,Karaganda,West_Kaz,60
2020,Pavlodar,Mangystau,60
2020,Kyzylorda,East_Kaz,59
2020,Akmola,West_Kaz,57
2020,North_Kaz,East_Kaz,57
2020,Shymkent_city,Ulytau,57
2020,East_Kaz,North_Kaz,56
2020,Atyrau,Karaganda,52
2020,Ulytau,Zhambyl,51
2020,Akmola,Atyrau,50
2020,North_Kaz,Zhetysu,50
2020,Abay,Aktobe,49
2020,Atyrau,Kostanay,48
2020,Mangystau,Pavlodar,48
2020,West_Kaz,Kostanay,47
2020,North_Kaz,Mangystau,47
2020,Aktobe,Abay,46
2020,Atyrau,Abay,45
2020,West_Kaz,Zhetysu,45
2020,Kostanay,Ulytau,45
2020,Pavlodar,Atyrau,45
2020,East_Kaz,Kyzylorda,45
2020,Abay,North_Kaz,44
2020,Pavlodar,West_Kaz,44
2020,Aktobe,Pavlodar,43
2020,Abay,West_Kaz,42
2020,Atyrau,East_Kaz,42
2020,Pavlodar,Aktobe,42
2020,North_Kaz,Abay,42
2020,East_Kaz,West_Kaz,42
2020,Ulytau,East_Kaz,41
2020,Atyrau,Pavlodar,37
2020,North_Kaz,Aktobe,37
2020,Ulytau,North_Kaz,37
2020,Ulytau,Zhetysu,34
2020,Zhetysu,West_Kaz,33
2020,Aktobe,East_Kaz,30
2020,West_Kaz,Pavlodar,30
2020,Ulytau,Abay,30
2020,Pavlodar,Ulytau,29
2020,West_Kaz,North_Kaz,28
2020,West_Kaz,Abay,26
2020,East_Kaz,Atyrau,26
2020,West_Kaz,East_Kaz,23
2020,North_Kaz,Atyrau,23
2020,Ulytau,Aktobe,22
2020,East_Kaz,Aktobe,22
2020,North_Kaz,West_Kaz,21
2020,Aktobe,North_Kaz,20
2020,Aktobe,Ulytau,19
2020,Mangystau,Ulytau,19
2020,Atyrau,Ulytau,16
2020,Zhetysu,Ulytau,16
2020,North_Kaz,Ulytau,16
2020,Ulytau,Atyrau,15
2020,Ulytau,West_Kaz,15
2020,Abay,Ulytau,13
2020,Ulytau,Mangystau,13
2020,East_Kaz,Ulytau,13
2020,Atyrau,North_Kaz,7
2020,West_Kaz,Ulytau,6
2015,Almaty,Almaty_city,20274
2015,Turkestan,Shymkent_city,15153
2015,Almaty_city,Almaty,8510
2015,Zhetysu,Almaty_city,7308
2015,Zhambyl,Almaty_city,6937
2015,Turkestan,Almaty_city,6051
2015,Astana_city,Akmola,4948
2015,Shymkent_city,Turkestan,3888
2015,Akmola,Astana_city,3674
2015,Astana_city,Almaty_city,3489
2015,North_Kaz,Akmola,3295
2015,Shymkent_city,Almaty_city,3156
2015,Abay,East_Kaz,2875
2015,Zhambyl,Almaty,2857
2015,Kyzylorda,Almaty_city,2763
2015,Abay,Almaty_city,2516
2015,Zhetysu,Almaty,2491
2015,Almaty_city,Astana_city,2217
2015,Turkestan,Almaty,2171
2015,Almaty_city,Zhetysu,1987
2015,Ulytau,Karaganda,1919
2015,East_Kaz,Abay,1811
2015,Almaty,Zhetysu,1707
2015,Turkestan,Astana_city,1685
2015,Karaganda,Astana_city,1665
2015,Astana_city,Karaganda,1608
2015,Astana_city,Kostanay,1545
2015,Zhambyl,Astana_city,1508
2015,Astana_city,Turkestan,1500
2015,Astana_city,Zhambyl,1487
2015,Turkestan,Mangystau,1479
2015,Akmola,North_Kaz,1442
2015,Almaty_city,Zhambyl,1428
2015,Astana_city,Shymkent_city,1368
2015,Turkestan,Zhambyl,1359
2015,East_Kaz,Almaty_city,1318
2015,Shymkent_city,Astana_city,1309
2015,Mangystau,Almaty_city,1296
2015,Karaganda,Almaty_city,1238
2015,Abay,Astana_city,1210
2015,Atyrau,Almaty_city,1210
2015,Abay,Almaty,1205
2015,Aktobe,Almaty_city,1196
2015,Kostanay,Astana_city,1179
2015,Pavlodar,Astana_city,1171
2015,Astana_city,Pavlodar,1134
2015,Astana_city,North_Kaz,1075
2015,Astana_city,Abay,1018
2015,Almaty,Zhambyl,1007
2015,Astana_city,Kyzylorda,986
2015,Turkestan,Kyzylorda,981
2015,Almaty_city,Turkestan,979
2015,Kyzylorda,Almaty,968
2015,Atyrau,West_Kaz,938
2015,Kyzylorda,Astana_city,931
2015,North_Kaz,Astana_city,926
2015,Akmola,Kostanay,916
2015,Kyzylorda,Aktobe,909
2015,Abay,Pavlodar,904
2015,Karaganda,Ulytau,898
2015,West_Kaz,Atyrau,892
2015,Abay,Zhetysu,889
2015,West_Kaz,Almaty_city,886
2015,Turkestan,Karaganda,858
2015,Kostanay,Akmola,856
2015,Almaty_city,Shymkent_city,844
2015,Almaty_city,Kyzylorda,837
2015,Aktobe,West_Kaz,835
2015,Aktobe,Mangystau,822
2015,Zhetysu,Abay,816
2015,Zhambyl,Turkestan,814
2015,Akmola,Karaganda,788
2015,Zhambyl,Shymkent_city,784
2015,Aktobe,Atyrau,777
2015,Mangystau,West_Kaz,773
2015,Pavlodar,Almaty_city,769
2015,Karaganda,Akmola,731
2015,Zhambyl,Karaganda,726
2015,East_Kaz,Astana_city,726
2015,Mangystau,Atyrau,713
2015,Kostanay,Almaty_city,708
2015,Astana_city,East_Kaz,681
2015,Akmola,Almaty_city,667
2015,Shymkent_city,Zhambyl,656
2015,Atyrau,Aktobe,654
2015,Aktobe,Astana_city,652
2015,Zhambyl,Mangystau,640
2015,Astana_city,Almaty,639
2015,Aktobe,Kyzylorda,638
2015,Shymkent_city,Almaty,626
2015,West_Kaz,Aktobe,611
2015,Almaty_city,Abay,598
2015,Atyrau,Mangystau,596
2015,Karaganda,Kostanay,593
2015,Almaty,Abay,589
2015,Karaganda,Pavlodar,568
2015,Kostanay,Karaganda,565
2015,Pavlodar,Abay,565
2015,Pavlodar,Karaganda,562
2015,Astana_city,Zhetysu,560
2015,Kyzylorda,Shymkent_city,551
2015,Mangystau,Aktobe,551
2015,East_Kaz,Almaty,530
2015,West_Kaz,Mangystau,527
2015,Karaganda,Zhambyl,513
2015,Shymkent_city,Kyzylorda,511
2015,Zhambyl,Zhetysu,509
2015,Zhambyl,Kyzylorda,507
2015,Almaty,Turkestan,494
2015,Zhetysu,Astana_city,474
2015,Kyzylorda,Turkestan,471
2015,Almaty_city,Karaganda,458
2015,North_Kaz,Kostanay,457
2015,North_Kaz,Karaganda,456
2015,Turkestan,Zhetysu,456
2015,Almaty_city,East_Kaz,450
2015,Almaty,Astana_city,443
2015,West_Kaz,Astana_city,440
2015,Akmola,Pavlodar,438
2015,Kyzylorda,Zhambyl,436
2015,Zhetysu,East_Kaz,435
2015,Mangystau,Astana_city,429
2015,Almaty,Mangystau,427
2015,Karaganda,North_Kaz,419
2015,Astana_city,Aktobe,419
2015,Shymkent_city,Mangystau,419
2015,Pavlodar,Akmola,415
2015,North_Kaz,Almaty_city,412
2015,Turkestan,Kostanay,400
2015,Karaganda,Turkestan,393
2015,Almaty,East_Kaz,389
2015,Abay,Karaganda,386
2015,Almaty,Kyzylorda,383
2015,Almaty,Shymkent_city,381
2015,Ulytau,Astana_city,380
2015,Astana_city,Atyrau,372
2015,Kyzylorda,Akmola,371
2015,Karaganda,Almaty,365
2015,Kyzylorda,West_Kaz,364
2015,Zhetysu,Karaganda,360
2015,East_Kaz,Zhetysu,357
2015,Almaty_city,Atyrau,357
2015,Almaty_city,Mangystau,356
2015,Mangystau,Almaty,354
2015,Mangystau,Turkestan,349
2015,Turkestan,Akmola,344
2015,Almaty,Karaganda,343
2015,Zhambyl,Akmola,343
2015,Turkestan,North_Kaz,343
2015,Zhetysu,Zhambyl,342
2015,Astana_city,Mangystau,332
2015,Astana_city,Ulytau,325
2015,Almaty_city,Pavlodar,325
2015,Atyrau,Astana_city,324
2015,Mangystau,Zhambyl,321
2015,Astana_city,West_Kaz,320
2015,Karaganda,Zhetysu,315
2015,Karaganda,Shymkent_city,309
2015,Mangystau,Shymkent_city,307
2015,Ulytau,Almaty_city,305
2015,Turkestan,Atyrau,302
2015,Kostanay,North_Kaz,294
2015,Zhambyl,Kostanay,292
2015,Shymkent_city,Karaganda,284
2015,Almaty_city,Kostanay,282
2015,Turkestan,West_Kaz,276
2015,Abay,Akmola,273
2015,Karaganda,Abay,273
2015,Almaty_city,Akmola,263
2015,Karaganda,East_Kaz,258
2015,Turkestan,Pavlodar,252
2015,East_Kaz,Pavlodar,250
2015,East_Kaz,Karaganda,243
2015,Aktobe,Kostanay,242
2015,Turkestan,Aktobe,236
2015,Abay,Zhambyl,222
2015,Almaty_city,Aktobe,221
2015,Aktobe,Almaty,209
2015,Kyzylorda,Mangystau,207
2015,Almaty_city,North_Kaz,206
2015,Zhambyl,Atyrau,205
2015,Zhetysu,Akmola,203
2015,Pavlodar,Kostanay,203
2015,Kyzylorda,Karaganda,196
2015,Zhetysu,Kostanay,195
2015,Zhetysu,Mangystau,195
2015,Kyzylorda,Zhetysu,195
2015,Zhambyl,Abay,194
2015,Kyzylorda,Kostanay,192
2015,North_Kaz,Pavlodar,191
2015,Turkestan,East_Kaz,190
2015,Almaty,Kostanay,187
2015,Kyzylorda,Abay,183
2015,Almaty,Pavlodar,182
2015,Turkestan,Abay,182
2015,Zhambyl,Aktobe,181
2015,Pavlodar,Almaty,181
2015,Zhetysu,Pavlodar,180
2015,Mangystau,Kyzylorda,179
2015,Kostanay,Pavlodar,178
2015,Pavlodar,North_Kaz,177
2015,Shymkent_city,Akmola,177
2015,Kyzylorda,Atyrau,176
2015,East_Kaz,Akmola,175
2015,Almaty_city,West_Kaz,173
2015,Pavlodar,East_Kaz,172
2015,Karaganda,Kyzylorda,171
2015,Shymkent_city,Atyrau,171
2015,Turkestan,Ulytau,163
2015,Zhambyl,Pavlodar,158
2015,Zhambyl,North_Kaz,158
2015,Zhetysu,Turkestan,158
2015,Almaty,Akmola,157
2015,West_Kaz,Almaty,157
2015,Akmola,Almaty,156
2015,Mangystau,Zhetysu,154
2015,Kostanay,Almaty,152
2015,Kostanay,Zhambyl,151
2015,Shymkent_city,Zhetysu,149
2015,Shymkent_city,Kostanay,149
2015,Almaty,West_Kaz,148
2015,Kostanay,Zhetysu,148
2015,Ulytau,Akmola,147
2015,Kyzylorda,North_Kaz,145
2015,Akmola,Shymkent_city,144
2015,Akmola,Zhambyl,142
2015,Atyrau,Almaty,142
2015,Almaty,Aktobe,138
2015,Zhambyl,East_Kaz,134
2015,Zhetysu,Shymkent_city,134
2015,Akmola,East_Kaz,133
2015,Akmola,Abay,129
2015,Pavlodar,Zhetysu,128
2015,Akmola,Kyzylorda,127
2015,Zhetysu,Kyzylorda,127
2015,Almaty,North_Kaz,126
2015,Almaty,Atyrau,125
2015,Shymkent_city,Aktobe,123
2015,Kostanay,Mangystau,122
2015,Akmola,Zhetysu,121
2015,Abay,Kyzylorda,120
2015,Akmola,Turkestan,120
2015,Karaganda,Atyrau,120
2015,Aktobe,Akmola,119
2015,Karaganda,Mangystau,119
2015,Shymkent_city,North_Kaz,119
2015,Atyrau,Shymkent_city,118
2015,Shymkent_city,Pavlodar,117
2015,West_Kaz,Kyzylorda,115
2015,Zhambyl,West_Kaz,115
2015,East_Kaz,Kostanay,114
2015,Mangystau,Karaganda,113
2015,Mangystau,Kostanay,113
2015,Atyrau,Kyzylorda,112
2015,Akmola,Mangystau,108
2015,Pavlodar,Zhambyl,108
2015,North_Kaz,Almaty,107
2015,Kostanay,Shymkent_city,106
2015,Aktobe,Turkestan,104
2015,Aktobe,Zhambyl,103
2015,Abay,Mangystau,101
2015,Zhetysu,Aktobe,100
2015,Shymkent_city,East_Kaz,99
2015,Abay,Kostanay,98
2015,Zhetysu,North_Kaz,98
2015,East_Kaz,Zhambyl,98
2015,Atyrau,Zhambyl,97
2015,Kostanay,Kyzylorda,97
2015,Aktobe,Zhetysu,96
2015,Zhetysu,Atyrau,96
2015,Ulytau,Turkestan,94
2015,Shymkent_city,West_Kaz,94
2015,Atyrau,Turkestan,93
2015,Almaty_city,Ulytau,93
2015,Kostanay,Aktobe,92
2015,East_Kaz,North_Kaz,89
2015,Kostanay,Turkestan,88
2015,North_Kaz,Zhetysu,88
2015,Kostanay,East_Kaz,87
2015,Karaganda,Aktobe,85
2015,North_Kaz,Zhambyl,85
2015,Aktobe,Karaganda,84
2015,Kyzylorda,Ulytau,84
2015,Kyzylorda,Pavlodar,82
2015,Kyzylorda,East_Kaz,81
2015,Aktobe,Shymkent_city,80
2015,Ulytau,Kyzylorda,79
2015,Shymkent_city,Abay,79
2015,Abay,Atyrau,77
2015,Abay,Turkestan,77
2015,Mangystau,Abay,77
2015,West_Kaz,Akmola,75
2015,East_Kaz,Shymkent_city,74
2015,Karaganda,West_Kaz,72
2015,Kostanay,Abay,71
2015,North_Kaz,Shymkent_city,71
2015,Abay,Shymkent_city,70
2015,Ulytau,Almaty,70
2015,West_Kaz,Karaganda,69
2015,West_Kaz,Shymkent_city,69
2015,Kostanay,Ulytau,67
2015,Abay,North_Kaz,66
2015,Akmola,Ulytau,66
2015,Atyrau,Karaganda,66
2015,Pavlodar,Shymkent_city,66
2015,Mangystau,East_Kaz,65
2015,North_Kaz,East_Kaz,65
2015,Abay,Aktobe,64
2015,Zhetysu,West_Kaz,63
2015,Pavlodar,Turkestan,63
2015,Ulytau,Kostanay,63
2015,North_Kaz,Abay,62
2015,West_Kaz,Kostanay,61
2015,Pavlodar,Mangystau,61
2015,East_Kaz,Turkestan,61
2015,West_Kaz,Zhambyl,59
2015,North_Kaz,Turkestan,58
2015,Akmola,Aktobe,56
2015,Atyrau,Kostanay,56
2015,West_Kaz,Turkestan,56
2015,Kostanay,Atyrau,56
2015,Mangystau,Akmola,55
2015,Ulytau,Pavlodar,55
2015,East_Kaz,Mangystau,55
2015,Atyrau,Zhetysu,54
2015,Ulytau,Shymkent_city,54
2015,West_Kaz,Zhetysu,53
2015,Zhambyl,Ulytau,53
2015,Mangystau,North_Kaz,53
2015,Almaty,Ulytau,51
2015,West_Kaz,Pavlodar,51
2015,Aktobe,Abay,50
2015,Pavlodar,Aktobe,49
2015,Atyrau,Abay,48
2015,Ulytau,East_Kaz,48
2015,Kostanay,West_Kaz,47
2015,Akmola,Atyrau,46
2015,Akmola,West_Kaz,45
2015,North_Kaz,Mangystau,44
2015,Aktobe,Pavlodar,43
2015,Pavlodar,Ulytau,42
2015,East_Kaz,Kyzylorda,42
2015,Ulytau,Zhambyl,38
2015,Atyrau,East_Kaz,37
2015,West_Kaz,Abay,37
2015,East_Kaz,Atyrau,37
2015,Abay,Ulytau,36
2015,Pavlodar,Kyzylorda,36
2015,Shymkent_city,Ulytau,36
2015,Aktobe,North_Kaz,32
2015,North_Kaz,Atyrau,32
2015,Aktobe,East_Kaz,31
2015,Atyrau,Akmola,30
2015,Pavlodar,West_Kaz,30
2015,East_Kaz,West_Kaz,30
2015,North_Kaz,Ulytau,29
2015,Abay,West_Kaz,28
2015,West_Kaz,North_Kaz,28
2015,Mangystau,Pavlodar,28
2015,North_Kaz,West_Kaz,28
2015,West_Kaz,East_Kaz,27
2015,North_Kaz,Aktobe,26
2015,Ulytau,Zhetysu,26
2015,Zhetysu,Ulytau,25
2015,Ulytau,North_Kaz,25
2015,Atyrau,Pavlodar,24
2015,North_Kaz,Kyzylorda,23
2015,East_Kaz,Aktobe,23
2015,Pavlodar,Atyrau,20
2015,Ulytau,Aktobe,20
2015,East_Kaz,Ulytau,18
2015,Ulytau,Atyrau,17
2015,Aktobe,Ulytau,14
2015,Atyrau,North_Kaz,13
2015,Ulytau,Abay,13
2015,Ulytau,Mangystau,11
2015,Atyrau,Ulytau,10
2015,Ulytau,West_Kaz,7
2015,Mangystau,Ulytau,6
2015,West_Kaz,Ulytau,2
2010,Almaty,Almaty_city,9467
2010,Akmola,Astana_city,9435
2010,Almaty_city,Almaty,8074
2010,Turkestan,Shymkent_city,7188
2010,Almaty_city,Astana_city,4787
2010,Turkestan,Almaty_city,4515
2010,Zhambyl,Almaty_city,4454
2010,Zhetysu,Almaty_city,3935
2010,Kostanay,Astana_city,3304
2010,Zhambyl,Astana_city,3186
2010,Shymkent_city,Turkestan,3134
2010,Shymkent_city,Astana_city,2998
2010,Turkestan,Astana_city,2859
2010,Karaganda,Astana_city,2818
2010,Astana_city,Akmola,2390
2010,North_Kaz,Akmola,2368
2010,Kyzylorda,Aktobe,2214
2010,Almaty_city,Zhetysu,2064
2010,Abay,Astana_city,2049
2010,Zhambyl,Almaty,2010
2010,North_Kaz,Astana_city,1990
2010,Almaty_city,Turkestan,1972
2010,Kyzylorda,Almaty_city,1932
2010,Abay,Almaty_city,1929
2010,Shymkent_city,Almaty_city,1886
2010,Pavlodar,Astana_city,1838
2010,Zhetysu,Almaty,1798
2010,Abay,East_Kaz,1711
2010,Kyzylorda,Astana_city,1678
2010,Almaty_city,Zhambyl,1659
2010,Turkestan,Almaty,1641
2010,Atyrau,Aktobe,1633
2010,East_Kaz,Astana_city,1582
2010,Ulytau,Karaganda,1470
2010,Astana_city,Almaty_city,1423
2010,Turkestan,Mangystau,1415
2010,Mangystau,Aktobe,1340
2010,West_Kaz,Aktobe,1291
2010,Almaty_city,Kyzylorda,1288
2010,Almaty_city,Abay,1235
2010,East_Kaz,Abay,1202
2010,Abay,Almaty,1198
2010,Akmola,North_Kaz,1126
2010,Aktobe,Astana_city,1092
2010,Almaty,Zhetysu,1057
2010,East_Kaz,Almaty_city,981
2010,Aktobe,Mangystau,960
2010,Turkestan,Zhambyl,884
2010,Turkestan,Kyzylorda,882
2010,Zhambyl,Turkestan,876
2010,Abay,Zhetysu,845
2010,Kyzylorda,Almaty,835
2010,Atyrau,Mangystau,816
2010,Karaganda,Almaty_city,790
2010,Akmola,Karaganda,769
2010,Kyzylorda,Turkestan,769
2010,Astana_city,Karaganda,748
2010,Astana_city,Kostanay,748
2010,Turkestan,Karaganda,743
2010,Zhetysu,Astana_city,740
2010,Kostanay,Akmola,733
2010,Aktobe,Almaty_city,730
2010,West_Kaz,Astana_city,728
2010,Karaganda,Ulytau,710
2010,Almaty_city,Mangystau,675
2010,Astana_city,Turkestan,656
2010,Abay,Pavlodar,648
2010,Akmola,Kostanay,648
2010,Zhambyl,Karaganda,633
2010,Ulytau,Astana_city,633
2010,Mangystau,Almaty_city,627
2010,Almaty_city,Shymkent_city,611
2010,Atyrau,Almaty_city,597
2010,Karaganda,Akmola,595
2010,Aktobe,Atyrau,589
2010,Almaty_city,East_Kaz,585
2010,Pavlodar,Almaty_city,578
2010,West_Kaz,Almaty_city,567
2010,Aktobe,Kyzylorda,564
2010,Almaty,Astana_city,562
2010,Zhambyl,Mangystau,556
2010,East_Kaz,Almaty,539
2010,Kostanay,Karaganda,534
2010,Almaty_city,Karaganda,525
2010,Astana_city,Zhambyl,520
2010,Mangystau,Atyrau,514
2010,Pavlodar,Karaganda,502
2010,West_Kaz,Atyrau,496
2010,Astana_city,North_Kaz,492
2010,Almaty,Zhambyl,491
2010,Mangystau,Astana_city,469
2010,Astana_city,Kyzylorda,469
2010,Almaty,Mangystau,457
2010,Astana_city,Pavlodar,448
2010,North_Kaz,Karaganda,446
2010,Almaty_city,Atyrau,443
2010,Kostanay,Almaty_city,421
2010,West_Kaz,Mangystau,417
2010,Atyrau,West_Kaz,411
2010,Almaty,Kyzylorda,410
2010,Akmola,Almaty_city,406
2010,Shymkent_city,Almaty,403
2010,Astana_city,Abay,396
2010,Aktobe,West_Kaz,385
2010,Karaganda,Pavlodar,380
2010,North_Kaz,Almaty_city,375
2010,Karaganda,Almaty,366
2010,East_Kaz,Zhetysu,364
2010,Almaty_city,Akmola,364
2010,Pavlodar,Abay,360
2010,Zhambyl,Kyzylorda,358
2010,Atyrau,Astana_city,357
2010,Abay,Karaganda,354
2010,Shymkent_city,Zhambyl,353
2010,Aktobe,Almaty,350
2010,North_Kaz,Kostanay,338
2010,Akmola,Pavlodar,333
2010,Almaty_city,Aktobe,331
2010,Astana_city,Almaty,330
2010,Zhambyl,Shymkent_city,327
2010,Shymkent_city,Kyzylorda,322
2010,Almaty_city,West_Kaz,321
2010,Pavlodar,Akmola,314
2010,Zhambyl,Zhetysu,310
2010,Turkestan,Aktobe,301
2010,Kyzylorda,Zhambyl,296
2010,Atyrau,Almaty,293
2010,Almaty_city,Pavlodar,293
2010,Karaganda,Zhambyl,290
2010,Kyzylorda,Shymkent_city,288
2010,Astana_city,Shymkent_city,286
2010,Zhetysu,Karaganda,279
2010,Karaganda,Kostanay,278
2010,Ulytau,Almaty_city,277
2010,Mangystau,Almaty,274
2010,Ulytau,Turkestan,271
2010,Almaty,Karaganda,268
2010,Almaty,East_Kaz,268
2010,Mangystau,Turkestan,267
